title,authors,num_citations,pub_year,pub_id,abstract,object,novelty score
"Therapeutic cooperation between auranofin, a thioredoxin reductase inhibitor and anti‐PD‐L1 antibody for treatment of triple‐negative breast cancer","[{'authorId': '5755165', 'name': 'P. Raninga'}, {'authorId': '33681191', 'name': 'A. Lee'}, {'authorId': '12245478', 'name': 'Debottam Sinha'}, {'authorId': '3612626', 'name': 'Y. Shih'}, {'authorId': '48430893', 'name': 'D. Mittal'}, {'authorId': '108165772', 'name': 'Ashwini Makhale'}, {'authorId': '3632046', 'name': 'A. Bain'}, {'authorId': '118954395', 'name': 'Devathri Nanayakarra'}, {'authorId': '4900007', 'name': 'K. Tonissen'}, {'authorId': '3760670', 'name': 'M. Kalimutho'}, {'authorId': '2605771', 'name': 'K. Khanna'}]",59,2019.0,ab964c308f67a1764e414810d49a796f0e187d64,"Triple‐negative breast cancer (TNBCs) is a very aggressive and lethal form of breast cancer with no effective targeted therapy. Neoadjuvant chemotherapies and radiotherapy remains a mainstay of treatment with only 25–30% of TNBC patients responding. Thus, there is an unmet clinical need to develop novel therapeutic strategies for TNBCs. TNBC cells have increased intracellular oxidative stress and suppressed glutathione, a major antioxidant system, but still, are protected against higher oxidative stress. We screened a panel of antioxidant genes using the TCGA and METABRIC databases and found that expression of the thioredoxin pathway genes is significantly upregulated in TNBC patients compared to non‐TNBC patients and is correlated with adverse survival outcomes. Treatment with auranofin (AF), an FDA‐approved thioredoxin reductase inhibitor caused specific cell death and impaired the growth of TNBC cells grown as spheroids. Furthermore, AF treatment exerted a significant in vivo antitumor activity in multiple TNBC models including the syngeneic 4T1.2 model, MDA‐MB‐231 xenograft and patient‐derived tumor xenograft by inhibiting thioredoxin redox activity. We, for the first time, showed that AF increased CD8+Ve T‐cell tumor infiltration in vivo and upregulated immune checkpoint PD‐L1 expression in an ERK1/2‐MYC‐dependent manner. Moreover, combination of AF with anti‐PD‐L1 antibody synergistically impaired the growth of 4T1.2 primary tumors. Our data provide a novel therapeutic strategy using AF in combination with anti‐PD‐L1 antibody that warrants further clinical investigation for TNBC patients.",auranofin,32.055350553505534
Expression of FGFR1 is an independent prognostic factor in triple-negative breast cancer,"[{'authorId': '7152411', 'name': 'C. Cheng'}, {'authorId': '3762651', 'name': 'A. Thike'}, {'authorId': '16006829', 'name': 'S. Tan'}, {'authorId': '35753428', 'name': 'P. Chua'}, {'authorId': '153760604', 'name': 'B. Bay'}, {'authorId': '2278570', 'name': 'P. Tan'}]",57,2015.0,0b6cb0d068d585c1465bff8c71d5b35532695716,,FGFR1,32.055350553505534
miR-221/222 activate the Wnt/&bgr;-catenin signaling to promote triple-negative breast cancer,"[{'authorId': '2107981064', 'name': 'Sanhong Liu'}, {'authorId': '2145040766', 'name': 'Zifeng Wang'}, {'authorId': '31817684', 'name': 'Zukai Liu'}, {'authorId': '2113258804', 'name': 'Shuo Shi'}, {'authorId': '51199676', 'name': 'Zhaoran Zhang'}, {'authorId': '2107987751', 'name': 'Jiawei Zhang'}, {'authorId': '34853949', 'name': 'Haifan Lin'}]",59,2018.0,817cc8877bff79009f03d08fe6f5ebdc91775e33,"Triple-negative breast cancer (TNBC), characterized by the lack of expression of the estrogen receptor, the progesterone receptor, and the human epidermal growth factor receptor 2, is an aggressive form of cancer that conveys unpredictable and poor prognosis due to limited treatment options and lack of effective targeted therapies. Wnt/β-catenin signaling is hyperactivated in TNBC, which promotes the progression of TNBC. However, the molecular mechanism of Wnt/β-catenin activation in TNBC remains unknown. Here, we report the drastic overexpression of miR-221/222 in all of four TNBC cell lines and TNBC primary tumor samples from patients. Furthermore, we demonstrate by both ex vivo and xenograft experiments that inhibiting miR-221/222 expression in a TNBC cell line (MDA-MB-231) suppresses its proliferation, viability, epithelial-to-mesenchymal transition, and migration; whereas expressing miR-221/222 in a non-TNBC line (MCF7) promotes all of the above cancer properties. miR-221/222 achieve so by directly repressing multiple negative regulators of the Wnt/β-catenin signaling pathway, including WIF1, SFRP2, DKK2, and AXIN2, to activate the pathway. Notably, the level of miR-221/222 expression is inversely correlated whereas that of WIF1, DKK2, SFRP2, and AXIN2 expression is positively correlated with the patient survival. Last, we show that anti-miR-221/222 significantly increases apoptotic cells with tamoxifen/Wnt3a treatment but not with cyclophosphamide/Wnt3a treatment. These results demonstrate that miR-221/222 activate the Wnt/β-catenin signaling to promote the aggressiveness and TNBC properties of breast cancers, and thus reveal a new prospect for TNBC treatment.",miR-221/222,31.555350553505534
Vitamin D and androgen receptor-targeted therapy for triple-negative breast cancer,"[{'authorId': '3740662', 'name': 'A. Thakkar'}, {'authorId': '2256857367', 'name': 'Bin Wang'}, {'authorId': '1397964391', 'name': 'M. Picon-Ruiz'}, {'authorId': '2580163', 'name': 'P. Buchwald'}, {'authorId': '3199446', 'name': 'T. Ince'}]",58,2016.0,6785b6a6e0bee9c03c43f087e443c21954d77980,,androgen,31.555350553505534
HuR silencing elicits oxidative stress and DNA damage and sensitizes human triple-negative breast cancer cells to radiotherapy,"[{'authorId': '34506430', 'name': 'Meghna Mehta'}, {'authorId': '3569410', 'name': 'Kanthesh M. Basalingappa'}, {'authorId': '12571818', 'name': 'James Griffith'}, {'authorId': '5591887', 'name': 'Daniel Andrade'}, {'authorId': '144563355', 'name': 'A. Babu'}, {'authorId': '4744408', 'name': 'Narsireddy Amreddy'}, {'authorId': '40464582', 'name': 'R. Muralidharan'}, {'authorId': '144296895', 'name': 'M. Gorospe'}, {'authorId': '39789720', 'name': 'T. Herman'}, {'authorId': '34154229', 'name': 'W. Ding'}, {'authorId': '2040893', 'name': 'R. Ramesh'}, {'authorId': '38839974', 'name': 'A. Munshi'}]",58,2016.0,d3b8efc668773a7baa2c8e25f807ad7cfd09c88b,"HuR is an mRNA-binding protein whose overexpression in cancer cells has been associated with poor prognosis and resistance to therapy. While reports on HuR overexpression contributing to chemoresistance exist, limited information is available on HuR and radioresistance especially in triple-negative breast cancer (TNBC). In this study we investigated the role of HuR in radiation resistance in three TNBC (MDA-MB-231, MDA-MB-468 and Hs578t) cell lines. Endogenous HuR expression was higher in TNBC cells compared to normal cells. siRNA mediated knockdown of HuR (siHuR) markedly reduced HuR mRNA and protein levels compared to scrambled siRNA (siScr) treatment. Further, siHuR treatment sensitized TNBC cells to ionizing radiation at 2 Gy compared to siScr treatment as evidenced by the significant reduction in clonogenic cell survival from 59%, 49%, and 65% in siScr-treated cells to 40%, 33%, and 46% in siHuR-treated MDA-MB-231, MDA-MB-468 and Hs578t cells, respectively. Molecular studies showed increased ROS production and inhibition of thioredoxin reductase (TrxR) in HuR knockdown cells contributed to radiosensitization. Associated with increased ROS production was evidence of increased DNA damage, demonstrated by a significant increase (p < 0.05) in γ-H2AX foci that persisted for up to 24 h in siHuR plus radiation treated cells compared to control cells. Further, comet assay revealed that HuR-silenced cells had larger and longer-lasting tails than control cells, indicating higher levels of DNA damage. In conclusion, our studies demonstrate that HuR knockdown in TNBC cells elicits oxidative stress and DNA damage resulting in radiosensitization.",siHuR,31.555350553505534
Current treatment options in triple negative breast cancer.,"[{'authorId': '6516515', 'name': 'E. Rodler'}, {'authorId': '6814436', 'name': 'L. Korde'}, {'authorId': '6538145', 'name': 'J. Gralow'}]",55,2010.0,6136715ed2a4f6366fd731ebefa9b8cfa7ca6e9d,"Triple negative breast cancer (TNBC) refers to a subgroup of breast carcinomas that do not express the estrogen receptor, progesterone receptor, or human epidermal growth factor receptor type 2. This heterogeneous group of tumors has significant overlap with both basal-like tumors (defined through gene expression array) and BRCA1 mutation-associated tumors. Due to a lack of well defined clinical targets, chemotherapy is the standard of care treatment for TNBC. When compared with other breast cancer subtypes, TNBC exhibits at least equivalent, or often superior sensitivity to chemotherapy. However, despite this increased chemosensitivity, TNBC has a worse clinical outcome than other breast cancer subtypes. This has led to the investigation of DNA damaging chemotherapy agents, including platinum drugs, angiogenesis inhibitors, poly(ADP-ribose) polymerase inhibitors, novel microtubule inhibitors, and other targeted therapies in an effort to improve the outcome for patients with these high-risk tumors. Treatment decisions for patients with TNBC should be based on the best currently available evidence, which consists mainly of retrospective and prospective subgroup analyses and phase II prospective data. This review summarizes data from select neoadjuvant, adjuvant, and metastatic chemotherapy clinical trials which included analyses of treatment effects and outcomes in TNBC and/or basal-like breast cancer.",chemotherapy,31.555350553505534
MiR-18a upregulation decreases Dicer expression and confers paclitaxel resistance in triple negative breast cancer.,"[{'authorId': '83789295', 'name': 'S. Ly'}, {'authorId': '2108281462', 'name': 'Yijian Zhang'}, {'authorId': '152876492', 'name': 'W. Wang'}, {'authorId': '51284759', 'name': 'X. Sui'}, {'authorId': '2231758374', 'name': 'Liu Sk'}, {'authorId': '2107665532', 'name': 'T. Wang'}, {'authorId': '2108905778', 'name': 'Hua Zhang'}]",58,2016.0,486c58d50b498a7bc05ce048837fc7e8a44973f6,"OBJECTIVE
MiR-18a is a miRNA that is aberrantly overexpressed in triple-negative breast cancer (TNBC). However, its biophysical function in TNBC is still not clear. In this study, we investigated the association among miR-18a dysregulation, Dicer dysregulation and paclitaxel (PTX) resistance in TNBC cells.


PATIENTS AND METHODS
20 TNBC patients who received neoadjuvant chemotherapy before surgery were recruited. MiR-18a expression was quantified using QRT-PCR. The effects of miR-18a overexpression or knockdown on cell viability and apoptosis of PTX sensitive MDA-MB-231 cells and PTX resistant MDA-MB-231 cells after PTX treatment were studied. The influence of miR-18a overexpression on Dicer expression was measured by qRT-PCR and Western blot analysis.


RESULTS
Tissues from patients with stable disease (SD, n = 5) and progressive disease (PD, n = 2) to paclitaxel (PTX) containing neoadjuvant chemotherapy had significantly higher miR-18a expression than that from patients with partial response (PR, n = 13). MDA-MB-231/PTX cells had higher miR-18a expression than MDA-MB-231 cells. MiR-18a overexpression directly led to Dicer repression at mRNA and protein level. MiR-18a overexpression significantly increased PTX IC50 and reduced PTX induced cell apoptosis, while miR-18a suppression substantially decreased PTX IC50 and increased PTX induced cell apoptosis.


CONCLUSIONS
This study found that miR-18a is an important miRNA that suppresses Dicer expression and increases PTX resistance in TNBC cells.",paclitaxel,31.555350553505534
Bisphenol A Increases the Migration and Invasion of Triple‐Negative Breast Cancer Cells via Oestrogen‐related Receptor Gamma,"[{'authorId': '2118046101', 'name': 'Xiao-lin Zhang'}, {'authorId': '143881186', 'name': 'Na Liu'}, {'authorId': '12167891', 'name': 'Shan-Fan Weng'}, {'authorId': '144622370', 'name': 'Hong-Sheng Wang'}]",58,2016.0,2996e0fa333c9ff6c0d92e0d348adcf00ada93e2,"Triple‐negative breast cancer (TNBC) is characterized by great metastasis and invasion capability. Our study revealed that nanomolar bisphenol A (BPA), one of the most ubiquitous endocrine disruptors, can increase wound closure and invasion of both MDA‐MB‐231 and BT‐549 cells. BPA treatment can increase protein and mRNA expression of matrix metalloproteinase‐2 (MMP‐2) and MMP‐9, while had no effect on the expression of vimentin (Vim) and fibronectin (FN) in TNBC cells. The expression of G‐protein‐coupled receptor (GPER), which has been suggested to mediate rapid oestrogenic signals, was not varied in BPA‐treated MDA‐MB‐231 and BT‐549 cells. Its inhibitor G15 also had no effect on BPA‐induced MMPs expression and cell invasion. Interestingly, BPA treatment can significantly increase the mRNA and protein expressions of oestrogen‐related receptor γ (ERRγ), but not ERRα or ERRβ, in both MDA‐MB‐231 and BT‐549 cells. The knock‐down of ERRγ can markedly attenuate BPA‐induced expression of MMP‐2 and MMP‐9 in TNBC cells. BPA treatment can activate both ERK1/2 and Akt in TNBC cells. Both inhibitors of ERK1/2 (PD98059) and Akt (LY294002) can attenuate BPA‐induced ERRγ expression and cell invasion of MDA‐MB‐231 cells. Collectively, our data revealed that BPA can increase the expression of MMPs and in vitro motility of TNBC cells via ERRγ. Both activation of ERK1/2 and Akt participated in this process. Our study suggests that more attention should be paid to the roles of xenoestrogens such as BPA in the development and progression of TNBC.",Bisphenol-A,31.555350553505534
Dual inhibition of Wnt and Yes‐associated protein signaling retards the growth of triple‐negative breast cancer in both mesenchymal and epithelial states,"[{'authorId': '27006711', 'name': 'A. Sulaiman'}, {'authorId': '50252367', 'name': 'S. McGarry'}, {'authorId': '2156056948', 'name': 'Li Li'}, {'authorId': '3556935', 'name': 'D. Jia'}, {'authorId': '37621576', 'name': 'Sarah Ooi'}, {'authorId': '2574307', 'name': 'C. Addison'}, {'authorId': '3622132', 'name': 'J. Dimitroulakos'}, {'authorId': '1681958', 'name': 'A. Arnaout'}, {'authorId': '50500434', 'name': 'C. Nessim'}, {'authorId': '38487231', 'name': 'Z. Yao'}, {'authorId': '88977301', 'name': 'Guang Ji'}, {'authorId': '91482438', 'name': 'Ha-Eon Song'}, {'authorId': '40092029', 'name': 'S. Gadde'}, {'authorId': '1502891134', 'name': 'Xuguang Li'}, {'authorId': '46659783', 'name': 'Lisheng Wang'}]",59,2018.0,4824e59d1f70756383a47b2e34701ec2f8470da1,"Triple‐negative breast cancer (TNBC), the most refractory subtype of breast cancer to current treatments, accounts disproportionately for the majority of breast cancer‐related deaths. This is largely due to cancer plasticity and the development of cancer stem cells (CSCs). Recently, distinct yet interconvertible mesenchymal‐like and epithelial‐like states have been revealed in breast CSCs. Thus, strategies capable of simultaneously inhibiting bulk and CSC populations in both mesenchymal and epithelial states have yet to be developed. Wnt/β‐catenin and Hippo/YAP pathways are crucial in tumorigenesis, but importantly also possess tumor suppressor functions in certain contexts. One possibility is that TNBC cells in epithelial or mesenchymal state may differently affect Wnt/β‐catenin and Hippo/YAP signaling and CSC phenotypes. In this report, we found that YAP signaling and CD44high/CD24−/low CSCs were upregulated while Wnt/β‐catenin signaling and ALDH+ CSCs were downregulated in mesenchymal‐like TNBC cells, and vice versa in their epithelial‐like counterparts. Dual knockdown of YAP and Wnt/β‐catenin, but neither alone, was required for effective suppression of both CD44high/CD24−/low and ALDH+ CSC populations in mesenchymal and epithelial TNBC cells. These observations were confirmed with cultured tumor fragments prepared from patients with TNBC after treatment with Wnt inhibitor ICG‐001 and YAP inhibitor simvastatin. In addition, a clinical database showed that decreased gene expression of Wnt and YAP was positively correlated with decreased ALDH and CD44 expression in patients’ samples while increased patient survival. Furthermore, tumor growth of TNBC cells in either epithelial or mesenchymal state was retarded, and both CD44high/CD24−/low and ALDH+ CSC subpopulations were diminished in a human xenograft model after dual administration of ICG‐001 and simvastatin. Tumorigenicity was also hampered after secondary transplantation. These data suggest a new therapeutic strategy for TNBC via dual Wnt and YAP inhibition.",ICG-001,31.555350553505534
Simvastatin prevents triple-negative breast cancer metastasis in pre-clinical models through regulation of FOXO3a,"[{'authorId': '37592403', 'name': 'Adam R Wolfe'}, {'authorId': '5101775', 'name': 'B. Debeb'}, {'authorId': '145880958', 'name': 'Lara Lacerda'}, {'authorId': '81243702', 'name': 'R. Larson'}, {'authorId': '4014810', 'name': 'A. Bambhroliya'}, {'authorId': '144531807', 'name': 'Xuelin Huang'}, {'authorId': '3078214', 'name': 'F. Bertucci'}, {'authorId': '3350358', 'name': 'P. Finetti'}, {'authorId': '46771885', 'name': 'D. Birnbaum'}, {'authorId': '3949075', 'name': 'S. Laere'}, {'authorId': '14986359', 'name': 'Parmeswaran Diagaradjan'}, {'authorId': '6263249', 'name': 'B. Ruffell'}, {'authorId': '9907193', 'name': 'N. Trenton'}, {'authorId': '38670785', 'name': 'K. Chu'}, {'authorId': '5767545', 'name': 'W. Hittelman'}, {'authorId': '2061473629', 'name': 'Michael Diehl'}, {'authorId': '3652033', 'name': 'I. Levental'}, {'authorId': '35425570', 'name': 'N. Ueno'}, {'authorId': '2063609', 'name': 'W. Woodward'}]",58,2015.0,b4dde9b619407b48eb55945ff68874a7ce55f822,,simvastatin,31.055350553505534
IMpassion132 Phase III trial: atezolizumab and chemotherapy in early relapsing metastatic triple-negative breast cancer.,"[{'authorId': '93450872', 'name': 'J. Cortés'}, {'authorId': '145220676', 'name': 'F. André'}, {'authorId': '144556066', 'name': 'A. Gonçalves'}, {'authorId': '77863364', 'name': 'S. Kümmel'}, {'authorId': '1663772072', 'name': 'Miguel Martín'}, {'authorId': '40948664', 'name': 'P. Schmid'}, {'authorId': '3213138', 'name': 'F. Schuetz'}, {'authorId': '1856555', 'name': 'S. Swain'}, {'authorId': '32072972', 'name': 'V. Easton'}, {'authorId': '47680397', 'name': 'Erika K. Pollex'}, {'authorId': '14021908', 'name': 'R. Deurloo'}, {'authorId': '122695348', 'name': 'R. Dent'}]",60,2019.0,acd020bef15201f2740a10ffb611363e175f5d17,"The PD-L1 inhibitor atezolizumab received US FDA accelerated approval as treatment for programmed death-ligand 1 (PD-L1)-positive metastatic triple-negative breast cancer (TNBC). In IMpassion130, combining atezolizumab with first-line nab-paclitaxel for metastatic TNBC significantly improved progression-free survival and showed a clinically meaningful effect on overall survival in patients with PD-L1-positive tumors. The placebo-controlled randomized Phase III IMpassion132 (NCT03371017) trial is evaluating atezolizumab with first-line chemotherapy (capecitabine [mandatory in platinum-pretreated patients] or gemcitabine/carboplatin) for inoperable locally advanced/metastatic TNBC recurring ≤12 months after completing standard (neo)adjuvant anthracycline and taxane chemotherapy. Stratification factors are: visceral metastases, tumor immune cell PD-L1 status and selected chemotherapy. Patients are randomized to atezolizumab 1200 mg or placebo every 3 weeks with the chosen chemotherapy, continued until progression, unacceptable toxicity or withdrawal. The primary end point is overall survival.",atezolizumab,31.055350553505534
Expression and regulatory function of miRNA-182 in triple-negative breast cancer cells through its targeting of profilin 1,"[{'authorId': '143966442', 'name': 'Hailing Liu'}, {'authorId': '2152545323', 'name': 'Yan Wang'}, {'authorId': '50079279', 'name': 'Xin Li'}, {'authorId': '2108187662', 'name': 'Yan-jun Zhang'}, {'authorId': '1684133', 'name': 'J. Li'}, {'authorId': '8499428', 'name': 'Yi-qiong Zheng'}, {'authorId': '2152969526', 'name': 'Mei Liu'}, {'authorId': '2112282337', 'name': 'Xin Song'}, {'authorId': '4072942', 'name': 'Xi-ru Li'}]",57,2013.0,2892acdc48cf6a36214efedfcb439714a3fc818d,,miRNA-182,31.055350553505534
Research resource: global identification of estrogen receptor β target genes in triple negative breast cancer cells.,"[{'authorId': '47486390', 'name': 'Erin K. Shanle'}, {'authorId': '6530830', 'name': 'Zibo Zhao'}, {'authorId': '6604027', 'name': 'J. Hawse'}, {'authorId': '4387633', 'name': 'K. Wisinski'}, {'authorId': '2488490', 'name': 'S. Keleş'}, {'authorId': '1752929458', 'name': 'Mingdian Yuan'}, {'authorId': '40624623', 'name': 'Wei Xu'}]",57,2013.0,a51a4fae52655d2b5c5a07d0243afc1888fc752e,"Breast cancers that are negative for estrogen receptor α (ERα), progesterone receptor, and human epidermal growth factor receptor 2 are known as triple-negative breast cancers (TNBC). TNBCs are associated with an overall poor prognosis because they lack expression of therapeutic targets like ERα and are biologically more aggressive. A second estrogen receptor, ERβ, has been found to be expressed in 50% to 90% of ERα-negative breast cancers, and ERβ expression in TNBCs has been shown to correlate with improved disease-free survival and good prognosis. To elucidate the role of ERβ in regulating gene expression and cell proliferation in TNBC cells, the TNBC cell line MDA-MB-468 was engineered with inducible expression of full-length ERβ. In culture, ERβ expression inhibited cell growth by inducing a G1 cell cycle arrest, which was further enhanced by 17β-estradiol treatment. In xenografts, ERβ expression also inhibited tumor formation and growth, and 17β-estradiol treatment resulted in rapid tumor regression. Furthermore, genomic RNA sequencing identified both ligand-dependent and -independent ERβ target genes, some of which were also regulated by ERβ in other TNBC cell lines and correlated with ERβ expression in a cohort of TNBCs from the Cancer Genome Atlas Network. ERβ target genes were enriched in genes that regulate cell death and survival, cell movement, cell development, and growth and proliferation, as well as genes involved in the Wnt/β-catenin and the G1/S cell cycle phase checkpoint pathways. In addition to confirming the anti-proliferative effects of ERβ in TNBC cells, these data provide a comprehensive resource of ERβ target genes and suggest that ERβ may be targeted with ligands that can stimulate its growth inhibitory effects.",ERβ,31.055350553505534
Identifying and Targeting Sporadic Oncogenic Genetic Aberrations in Mouse Models of Triple-Negative Breast Cancer.,"[{'authorId': '2146671919', 'name': 'Hui Liu'}, {'authorId': '47107919', 'name': 'Charles J Murphy'}, {'authorId': '3566950', 'name': 'F. Karreth'}, {'authorId': '12967774', 'name': 'K. B. Emdal'}, {'authorId': '8863412', 'name': 'F. White'}, {'authorId': '150097652', 'name': 'O. Elemento'}, {'authorId': '145751285', 'name': 'A. Toker'}, {'authorId': '31554501', 'name': 'G. Wulf'}, {'authorId': '1723755', 'name': 'L. Cantley'}]",59,2017.0,3fd230a1b41aba7ee5f6ee1e693d8a2668734694,"Triple-negative breast cancers (TNBC) are genetically characterized by aberrations in TP53 and a low rate of activating point mutations in common oncogenes, rendering it challenging in applying targeted therapies. We performed whole-exome sequencing (WES) and RNA sequencing (RNA-seq) to identify somatic genetic alterations in mouse models of TNBCs driven by loss of Trp53 alone or in combination with Brca1 Amplifications or translocations that resulted in elevated oncoprotein expression or oncoprotein-containing fusions, respectively, as well as frameshift mutations of tumor suppressors were identified in approximately 50% of the tumors evaluated. Although the spectrum of sporadic genetic alterations was diverse, the majority had in common the ability to activate the MAPK/PI3K pathways. Importantly, we demonstrated that approved or experimental drugs efficiently induce tumor regression specifically in tumors harboring somatic aberrations of the drug target. Our study suggests that the combination of WES and RNA-seq on human TNBC will lead to the identification of actionable therapeutic targets for precision medicine-guided TNBC treatment.Significance: Using combined WES and RNA-seq analyses, we identified sporadic oncogenic events in TNBC mouse models that share the capacity to activate the MAPK and/or PI3K pathways. Our data support a treatment tailored to the genetics of individual tumors that parallels the approaches being investigated in the ongoing NCI-MATCH, My Pathway Trial, and ESMART clinical trials. Cancer Discov; 8(3); 354-69. ©2017 AACR.See related commentary by Natrajan et al., p. 272See related article by Matissek et al., p. 336This article is highlighted in the In This Issue feature, p. 253.",MAPK,31.055350553505534
Expression and regulatory function of miRNA-182 in triple-negative breast cancer cells through its targeting of profilin 1,"[{'authorId': '143966442', 'name': 'Hailing Liu'}, {'authorId': '2152545323', 'name': 'Yan Wang'}, {'authorId': '50079279', 'name': 'Xin Li'}, {'authorId': '2108187662', 'name': 'Yan-jun Zhang'}, {'authorId': '1684133', 'name': 'J. Li'}, {'authorId': '8499428', 'name': 'Yi-qiong Zheng'}, {'authorId': '2152969526', 'name': 'Mei Liu'}, {'authorId': '2112282337', 'name': 'Xin Song'}, {'authorId': '4072942', 'name': 'Xi-ru Li'}]",57,2013.0,2892acdc48cf6a36214efedfcb439714a3fc818d,,miRNA-182,31.055350553505534
Update on the Treatment of Early-Stage Triple-Negative Breast Cancer,"[{'authorId': '145833898', 'name': 'Priyanka Sharma'}]",60,2018.0,70b223d347ffc366eb63c3bd16482ba43afc07ec,,chemotherapy,30.555350553505534
TBCRC 018: phase II study of iniparib in combination with irinotecan to treat progressive triple negative breast cancer brain metastases,"[{'authorId': '4952734', 'name': 'C. Anders'}, {'authorId': '3351226', 'name': 'A. Deal'}, {'authorId': '2263565557', 'name': 'bullet Vandana'}, {'authorId': '2263579576', 'name': 'Abramson bullet'}, {'authorId': '40120817', 'name': 'Minetta C. Liu'}, {'authorId': '5017107', 'name': 'A. Storniolo'}, {'authorId': '78267858', 'name': 'J. Carpenter'}, {'authorId': '3627884', 'name': 'S. Puhalla'}, {'authorId': '1839988', 'name': 'R. Nanda'}, {'authorId': '1397820723', 'name': 'A. Melhem-Bertrandt'}, {'authorId': '2263540346', 'name': 'Nancy U bullet'}, {'authorId': '2264703617', 'name': 'bullet P Lin'}, {'authorId': '2263579887', 'name': 'Marcom Kelly'}, {'authorId': '2263539550', 'name': 'Catherine bullet'}, {'authorId': '2263571403', 'name': 'Poznak Van'}, {'authorId': '2263570466', 'name': 'Vered bullet'}, {'authorId': '2263576219', 'name': 'Michelle Stearns'}, {'authorId': '2263594671', 'name': 'bullet J Melisko'}, {'authorId': '2263526038', 'name': 'Smith Keith'}, {'authorId': '2263576117', 'name': 'Olga bullet'}, {'authorId': '2263570918', 'name': 'Joel Karginova'}, {'authorId': '2263541580', 'name': 'Jonathan Parker'}, {'authorId': '2263582408', 'name': 'Eric P Berg'}, {'authorId': '2263559882', 'name': 'Amy Winer'}, {'authorId': '2263567083', 'name': 'bullet Peterman'}, {'authorId': '2199831415', 'name': 'Prat Aleix'}, {'authorId': '2263539552', 'name': 'Charles M bullet'}, {'authorId': '2263593989', 'name': 'Antonio C Perou'}, {'authorId': '2263581059', 'name': 'Lisa A Wolff'}, {'authorId': '2263573446', 'name': 'Carey'}]",58,2014.0,48e85bf06fa325be2b830e669fd650e113715573,,iniparib,30.555350553505534
"Reexpression of Tumor Suppressor, sFRP1, Leads to Antitumor Synergy of Combined HDAC and Methyltransferase Inhibitors in Chemoresistant Cancers","[{'authorId': '35221936', 'name': 'S. Cooper'}, {'authorId': '2281030524', 'name': 'Christina A von Roemeling'}, {'authorId': '7806739', 'name': 'K. H. Kang'}, {'authorId': '48381499', 'name': 'L. Marlow'}, {'authorId': '2974328', 'name': 'S. Grebe'}, {'authorId': '9889430', 'name': 'M. Menefee'}, {'authorId': '40533167', 'name': 'H. Tun'}, {'authorId': '1398657053', 'name': 'G. Colón-Otero'}, {'authorId': '144771091', 'name': 'E. Perez'}, {'authorId': '6231407', 'name': 'J. Copland'}]",57,2012.0,48682b80f30bffedcfb3e8c3821d7f3068eb3c3e,"Metastatic solid tumors are aggressive and mostly drug resistant, leading to few treatment options and poor prognosis as seen with clear cell renal cell carcinoma (ccRCC) and triple-negative breast cancer (TNBC). Therefore, the identification of new therapeutic regimes for the treatment of metastatic disease is desirable. ccRCC and TNBC cell lines were treated with the HDAC inhibitor romidepsin and the methyltransferase inhibitor decitabine, two epigenetic modifying drugs approved by the U.S. Food and Drug Administration for the treatment of various hematologic malignancies. Cell proliferation analysis, flow cytometry, quantitative PCR, and immunoblotting techniques were used to evaluate the antitumor synergy of this drug combination and identify the reexpression of epigenetically silenced tumor suppressor genes. Combinatorial treatment of metastatic TNBC and stage IV ccRCC cell lines with romidepsin/decitabine leads to synergistic inhibition of cell growth and induction of apoptosis above levels of individual drug treatments alone. Synergistic reexpression of the tumor suppressor gene secreted frizzled-related protein one (sFRP1) was observed in combinatorial drug-treated groups. Silencing sFRP1 (short hairpin RNA) before combinatorial drug treatment showed that sFRP1 mediates the growth inhibitory and apoptotic activity of combined romidepsin/decitabine. Furthermore, addition of recombinant sFRP1 to ccRCC or TNBC cells inhibits cell growth in a dose-dependent manner through the induction of apoptosis, identifying that epigenetic silencing of sFRP1 contributes to renal and breast cancer cell survival. Combinatorial treatment with romidepsin and decitabine in drug resistant tumors is a promising treatment strategy. Moreover, recombinant sFRP1 may be a novel therapeutic strategy for cancers with suppressed sFRP1 expression. Mol Cancer Ther; 11(10); 2105–15. ©2012 AACR.",romidepsin,30.555350553505534
Ultra-sensitive Nanoprobe Modified with Tumor Cell Membrane for UCL/MRI/PET Multimodality Precise Imaging of Triple-Negative Breast Cancer,"[{'authorId': '146884489', 'name': 'Hanyi Fang'}, {'authorId': '2145676194', 'name': 'Mengting Li'}, {'authorId': '15872565', 'name': 'Qingyao Liu'}, {'authorId': '4036915', 'name': 'Yongkang Gai'}, {'authorId': '2130222332', 'name': 'Lujie Yuan'}, {'authorId': '2151485783', 'name': 'Sheng Wang'}, {'authorId': '2115477261', 'name': 'Xiao Zhang'}, {'authorId': '2054892757', 'name': 'M. Ye'}, {'authorId': '51363845', 'name': 'Yongxue Zhang'}, {'authorId': '49311205', 'name': 'Mingyuan Gao'}, {'authorId': '8471242', 'name': 'Yi Hou'}, {'authorId': '34769956', 'name': 'X. Lan'}]",61,2020.0,39753503f9f882d3e834c03f78b816b844625292,,nanoprobe,30.555350553505534
