title,authors,num_citations,pub_year,pub_id,abstract
Triple negative breast cancer – prognostic factors and survival,"[{'authorId': '6256629', 'name': 'T. Ovčariček'}, {'authorId': '32859076', 'name': 'S. G. Frkovic'}, {'authorId': '143966806', 'name': 'E. Matos'}, {'authorId': '4599045', 'name': 'B. Možina'}, {'authorId': '5334354', 'name': 'S. Borstnar'}]",214,2010,b869333deca5dbea2480573d9b87db67ba8771cb,"Triple negative breast cancer - prognostic factors and survival Background. Triple negative breast cancer (TNBC) is defined by a lack of expression of both estrogen (ER) and progesteron (PgR) receptors as well as human epidermal growth factor receptor 2 (HER2). Our retrospective analysis addressed prognostic factors for short- and long-term outcomes of patients (pts) with TNBC pts treated in routine clinical practice. Patient and methods. Our retrospective study included 269 TNBC treated at Institute of Oncology Ljubljana between March 2000 and December 2006. The collected data included patients', tumours' and treatments' characteristics. The survival analyses were performed using the Kaplan-Meier method. The Cox proportional hazard model was used in the multivariate analysis. Results. The median age of our patients was 55.3 yrs (23-88.5) and the median follow-up was 5.9 yrs (0.3-9.6). Six (2%) pts experienced local only, 79 (92%) pts distal recurrence and 66 (24%) died. The predominant localisation of the first relapse was in visceral organs (70.4%). The 5-year disease-free survival (DFS) for the entire group was 68.2% and the 5-year overall survival (OS) was 74.5%. We found a pattern of high recurrence rate in the first 3 years following the diagnosis and a clear decline in recurrence rate over the next 3 years. In the univariate analysis age, nodal status, size and lymphovascular invasion (LVI) were found to have a significant impact on DFS as well as on OS. In the multivariate analysis only age (HR=1.79; 95%CI=1.14-2.82; p=0.012) and nodal status (HR=2.71; 95%CI=1.64-4.46; p<0.001) retained their independent prognostic value for DFS and for OS only the nodal status (HR=2.96; 95%CI=1.51-5.82; p=0.002). Conclusions. In our series of TNBC pts nodal status and age (older than 65 yrs) were found to be independent prognostic factors for DFS, whereas for OS only the nodal status. We found a pattern of a high recurrence rate in the first 3 years following the diagnosis and a decline in the recurrence rate over the next 3 yrs with higher rate of distal versus local recurrence and a predominant localization of distal metastases in visceral organs."
"Blocking LLT1 (CLEC2D, OCIL)-NKRP1A (CD161) interaction enhances natural killer cell-mediated lysis of triple-negative breast cancer cells.","[{'authorId': '51131914', 'name': 'A. Marrufo'}, {'authorId': '4460115', 'name': 'S. Mathew'}, {'authorId': '3177228', 'name': 'P. Chaudhary'}, {'authorId': '23676193', 'name': 'Joseph D. Malaer'}, {'authorId': '2074346', 'name': 'J. Vishwanatha'}, {'authorId': '2638286', 'name': 'P. Mathew'}]",44,2018,87ec3604d4fe097934c1eb578d92b935ed12573d,"Triple-negative breast cancer (TNBC) is the most invasive form of breast cancer due to an absence of estrogen (ER), progesterone (PR), and human epidermal growth factor-2 (HER2) receptors on the cell surface. TNBC accounts for approximately 12 to 20 percent of all breast cancer cases. The absence of ER, PR, and HER2 receptors on TNBCs and its ability to develop drug resistance renders it difficult to eradicate or retrogress tumor growth with hormonal therapy and chemotherapy. Triple-negative breast cancer is associated with poorer prognosis, increased chance of relapse, and lower chance of survival. Patients with TNBC have poorer outcome to conventional treatments than patients with other types of breast cancer. Natural killer cell-mediated immunotherapy is a promising therapeutic option for patients with TNBC. Natural killer cells contribute to the immune system by recognizing tumor cells through interactions between ligands on tumor cells and natural killer cell receptors. NK cell function is regulated by a net balance of signals from activating and inhibitory receptors interacting with ligands on target cells. Lectin-like Transcript-1 (LLT1, CLEC2D, OCIL) is a ligand that interacts with NK cell receptor NKRP1A (CD161) and inhibits NK cell activation. In this study, we have identified expression of LLT1 on TNBC cell lines MDA-MB-231 and MDA-MB-436 through flow cytometry, western blot, and confocal microscopy. We have demonstrated that blocking LLT1 on TNBCs with antibodies disrupts interaction with NKRP1A and enhances lysis of TNBCs by primary natural killer cells. We have also shown that a gene knockdown of LLT1 decreases cell surface expression of LLT1 on TNBCs and increases NK cell-mediated lysis of these TNBCs. The results suggest that LLT1 on TNBCs function as a method of evasion from immunosurveillance by NK cells. Blocking LLT1-NKRP1A interaction activates lysis by NK cells and will potentially open a new immunotherapeutic strategy for treatment of TNBC."
Capecitabine Efficacy Is Correlated with TYMP and RB1 Expression in PDX Established from Triple-Negative Breast Cancers,"[{'authorId': '3859811', 'name': 'E. Marangoni'}, {'authorId': '47417702', 'name': 'C. Laurent'}, {'authorId': '5942442', 'name': 'F. Coussy'}, {'authorId': '1422453471', 'name': 'R. El-Botty'}, {'authorId': '1401721501', 'name': 'S. Chateau-Joubert'}, {'authorId': '50681237', 'name': 'J. Servely'}, {'authorId': '4796128', 'name': 'L. de Plater'}, {'authorId': '5716548', 'name': 'F. Assayag'}, {'authorId': '1839276', 'name': 'A. Dahmani'}, {'authorId': '48203357', 'name': 'Elodie Montaudon'}, {'authorId': '3342885', 'name': 'F. Némati'}, {'authorId': '35553998', 'name': 'J. Fleury'}, {'authorId': '4367693', 'name': 'S. Vacher'}, {'authorId': '1753794', 'name': 'D. Gentien'}, {'authorId': '7990882', 'name': 'Audrey Rapinat'}, {'authorId': '15000821', 'name': 'P. Foidart'}, {'authorId': '4593994', 'name': 'N. Sounni'}, {'authorId': '144820145', 'name': 'A. Noel'}, {'authorId': '81145786', 'name': 'A. Vincent-Salomon'}, {'authorId': '5473561', 'name': 'M. Laé'}, {'authorId': '6647988', 'name': 'D. Decaudin'}, {'authorId': '1399264312', 'name': 'S. Roman-Roman'}, {'authorId': '6294949', 'name': 'I. Bièche'}, {'authorId': '3754586', 'name': 'M. Piccart'}, {'authorId': '3351752', 'name': 'F. Reyal'}]",44,2018,3ac01cad0452c4cd5234535606fefda6f494fcd9,"Purpose: Triple-negative breast cancer (TNBC) patients with residual disease after neoadjuvant chemotherapy have a poor outcome. We developed patient-derived xenografts (PDX) from residual tumors to identify efficient chemotherapies and predictive biomarkers in a context of resistance to anthracyclines- and taxanes-based treatments. Experimental Design: PDX were established from residual tumors of primary breast cancer patients treated in neoadjuvant setting. TNBC PDX were treated by anthracyclines, taxanes, platins, and capecitabine. Predictive biomarkers were identified by transcriptomic and immunohistologic analysis. Downregulation of RB1 was performed by siRNA in a cell line established from a PDX. Results: Residual TNBC PDX were characterized by a high tumor take, a short latency, and a poor prognosis of the corresponding patients. With the exception of BRCA1/2-mutated models, residual PDX were resistant to anthracyclines, taxanes, and platins. Capecitabine, the oral prodrug of 5-FU, was highly efficient in 60% of PDX, with two models showing complete responses. Prior treatment of a responder PDX with 5-FU increased expression of thymidylate synthase and decreased efficacy of capecitabine. Transcriptomic and IHC analyses of 32 TNBC PDX, including both residual tumors and treatment-naïve derived tumors, identified RB1 and TYMP proteins as predictive biomarkers for capecitabine response. Finally, RB1 knockdown in a cell line established from a capecitabine-responder PDX decreased sensitivity to 5-FU treatment. Conclusions: We identified capecitabine as efficient chemotherapy in TNBC PDX models established from residual disease and resistant to anthracyclines, taxanes, and platins. RB1 positivity and high expression of TYMP were significantly associated with capecitabine response. Clin Cancer Res; 24(11); 2605–15. ©2018 AACR."
"Blocking Interleukin-6 and Interleukin-8 Signaling Inhibits Cell Viability, Colony-forming Activity, and Cell Migration in Human Triple-negative Breast Cancer and Pancreatic Cancer Cells","[{'authorId': '8045742', 'name': 'Sheng-ling Fu'}, {'authorId': '4478825', 'name': 'Jiayuh Lin'}]",38,2018,02e7c5ec35ac4de80f776be01574978cabdf7e13,"Background/Aim: Interleukin-6 (IL-6) and interleukin-8 (IL-8) play important roles in the progression of triple-negative breast cancer (TNBC) and pancreatic ductal adenocarcinoma (PDAC). This is the first experiment to combine small molecules targeting these two signaling pathways to treat TNBC and PDAC cells. Materials and Methods: Cell viability, colony formation and cell migration assays were conducted when TNBC or PDAC cells were treated with bazedoxifene (targeting IL-6) or reparixin/SCH527123 (targeting IL-8) or their combination. Results: The combined treatment had a more potent inhibition of cell viability, colony formation and cell migration than monotherapy in TNBC and PDAC cells. The results also showed that the combination of bazedoxifene with SCH527123 seemed to be more effective than that with reparixin in inhibiting cell viability and colony formation of TNBC. Conclusion: Novel drug combinations of bazedoxifene and reparixin, as well as bazedoxifene and SCH527123 may provide more effective treatments for TNBC and PDAC."
Precision medicine based on tumorigenic signaling pathways for triple-negative breast cancer,"[{'authorId': '2068343678', 'name': 'N. Wu'}, {'authorId': '2124904931', 'name': 'Jinghua Zhang'}, {'authorId': '144130354', 'name': 'Jing Zhao'}, {'authorId': '2065158708', 'name': 'Kun Mu'}, {'authorId': '2155661864', 'name': 'Jun Zhang'}, {'authorId': '2111476789', 'name': 'Zhao Jin'}, {'authorId': '2151009860', 'name': 'Jinpu Yu'}, {'authorId': '153240168', 'name': 'Juntian Liu'}]",31,2018,75d9271e611cd2dac0e6e60d2bb6e09844e4c7d9,"As a clinically heterogeneous subtype of breast cancer, triple-negative breast cancer (TNBC) is associated with a poor clinical outcome and a high relapse rate. Conventional chemotherapy and radiotherapy are effective treatments for patients with TNBC. However, the prognosis of TNBC remains unsatisfactory. Therefore, a large volume of research has explored the molecular markers and oncogenic signaling pathways associated with TNBC, including the cell cycle, DNA damage response and androgen receptor (AR) signaling pathways, to identify more efficient targeted therapies. However, whether these predicted pathways are effective targets has yet to be confirmed. In the present review, potentially carcinogenic signaling pathways in TNBCs from previous reports were considered, and ultimately five tumorigenic signaling pathways were selected, specifically receptor tyrosine kinases and downstream signaling pathways, the epithelial-to-mesenchymal transition and associated pathways, the immunoregulatory tumor microenvironment, DNA damage repair pathways, and AR and coordinating pathways. The conclusions of the preclinical and clinical trials of each pathway were then consolidated. Although a number of signaling pathways in TNBC have been considered in preclinical and clinical trials, the aforementioned pathways account for the majority of the malignant behaviors of TNBC. Identifying the alterations to different carcinogenic signaling pathways and their association with the heterogeneity of TNBC may facilitate the development of optimal precision medical approaches for patients with TNBC, potentially improving the efficiency of anticancer therapy."
Cucurbitacin E Induces Cell Cycle G2/M Phase Arrest and Apoptosis in Triple Negative Breast Cancer,"[{'authorId': '5556727', 'name': 'Y. Kong'}, {'authorId': '2108175955', 'name': 'Jianchao Chen'}, {'authorId': '3287013', 'name': 'Zhongmei Zhou'}, {'authorId': '48326192', 'name': 'Houjun Xia'}, {'authorId': '4019076', 'name': 'M. Qiu'}, {'authorId': '11699301', 'name': 'Ceshi Chen'}]",68,2014,a6a9d4709a8e9dbf2588e21118946b1f7dfc44f3,"Triple negative breast cancer (TNBC) is a highly aggressive form of breast cancer resistant to many common treatments. In this study, we compared the effects of 12 phytochemical drugs on four cancer cell lines, and noticed that Cucurbitacin E (CuE) significantly inhibited TNBC cell growth by inducing cell cycle G2/M phase arrest and apoptosis. CuE reduced expression of Cyclin D1, Survivin, XIAP, Bcl2, and Mcl-1 in MDA-MB-468 and SW527, and within MDA-MB-468, CuE significantly increased activation of JNK and inhibited activation of AKT and ERK. Collectively, these results suggest that CuE may be a viable compound for developing novel TNBC therapeutics."
Piperine enhances the efficacy of TRAIL-based therapy for triple-negative breast cancer cells.,"[{'authorId': '3926593', 'name': 'Sherif Abdelhamed'}, {'authorId': '50456871', 'name': 'S. Yokoyama'}, {'authorId': '4158440', 'name': 'Alaa Refaat'}, {'authorId': '6542754', 'name': 'Keisuke Ogura'}, {'authorId': '2773496', 'name': 'H. Yagita'}, {'authorId': '6364824', 'name': 'S. Awale'}, {'authorId': '32786680', 'name': 'I. Saiki'}]",65,2014,ce0d5ad60bdd2b1cf1b1c3a22c7e2d6590288dbb,"BACKGROUND/AIM
Triple-negative breast cancer (TNBC) is most the aggressive type of breast cancer and is poorly responsive to endocrine therapeutics; however, one of the most attractive treatments is tumor necrosis factor-related apoptosis-inducing ligand (TRAIL)-based therapies. To identify compounds that enhance the efficacy of TRAIL-based therapies, we screened 55 compounds from natural products in combination with TRAIL in TNBC cells.


MATERIALS AND METHODS
Human TNBC cells, MDA-MB-468 and MDA-MB-231, and murine TNBC cells, 4T1, were used. Cell viability, apoptotic cells, and cell cycle were quantified by the WST-1 assay, annexin-V/7-amino-actinomycinD (7-AAD) staining and Propidium iodide (PI) staining, respectively. In vivo effects of piperine were evaluated in the orthotopic-inoculated 4T1-luc mouse model.


RESULTS
After screening, we identified piperine as the most potent adjuvant at enhancing the efficacy of TRAIL-based therapies in TNBC cells in vitro and in vivo, which might be mediated through inhibition of survivin and p65 phosphorylation.


CONCLUSION
Piperine may enhance TRAIL-based therapeutics for TNBC."
Long noncoding RNAs (lncRNAs) in triple negative breast cancer,"[{'authorId': '2531000', 'name': 'Qiuhong Wang'}, {'authorId': '145147597', 'name': 'Sheng Gao'}, {'authorId': '2108523542', 'name': 'Haibo Li'}, {'authorId': '3491584', 'name': 'Mingming Lv'}, {'authorId': '49676536', 'name': 'Cheng Lu'}]",31,2017,554ee67cdbba740d62db9ec3bfe08f3dad0d2b20,"Long noncoding RNAs (lncRNAs) are dysregulated in many cancer types, which are believed to play crucial roles in regulating several hallmarks of cancer biology. Triple Negative Breast Cancer (TNBC) is a very aggressive subtype of normal breast cancer, which has features of negativity for ER, PR, and HER2. Great efforts have been made to identify an association between lncRNAs expression profiles and TNBC, and to understand the functional role and molecular mechanism on aberrant‐expressed lncRNAs. In this review, we summarized the existed knowledge on the systematics, biology, and function of lncRNAs. The advances from the most recent studies of lncRNAs in the predicament of breast cancer, TNBC, are highlighted, especially the functions of specifically selected lncRNAs. We also discussed the potential value of these lncRNAs in TNBC, providing clues for the diagnosis and treatments of TNBC."
The omics of triple-negative breast cancers.,"[{'authorId': '87141049', 'name': 'Hong Xu'}, {'authorId': '6752546', 'name': 'P. Eirew'}, {'authorId': '6679176', 'name': 'S. Mullaly'}, {'authorId': '144427180', 'name': 'S. Aparicio'}]",59,2014,2d77d845a3f0d12e2163f1063d3ea8dd1183e034,"BACKGROUND
Triple-negative breast cancers (TNBC) do not represent a single disease subgroup and are often aggressive breast cancers with poor prognoses. Unlike estrogen/progesterone receptor and HER2 (human epidermal growth factor receptor 2) breast cancers, which are responsive to targeted treatments, there is no effective targeted therapy for TNBC, although approximately 50% of patients respond to conventional chemotherapies, including taxanes, anthracyclines, cyclophosphamide, and platinum salts.


CONTENT
Genomic studies have helped clarify some of the possible disease groupings that make up TNBC. We discuss the findings, including copy number-transcriptome analysis, whole genome sequencing, and exome sequencing, in terms of the biological properties and phenotypes that make up the constellation of TNBC. The relationships between subgroups defined by transcriptome and genome analysis are discussed.


SUMMARY
TNBC is not a uniform molecular or disease entity but a constellation of variably well-defined biological properties whose relationship to each other is not understood. There is good support for the existence of a basal expression subtype, p53 mutated, high-genomic instability subtype of TNBC. This should be considered a distinct TNBC subtype. Other subtypes with variable degrees of supporting evidence exist within the nonbasal/p53wt (wild-type p53) TNBC, including a group of TNBC with PI3K (phosphoinositide 3-kinase) pathway activation that have better overall prognosis than the basal TNBC. Consistent molecular phenotyping of TNBC by whole genome sequencing, transcriptomics, and functional studies with patient-derived tumor xenograft models will be essential components in clinical and biological studies as means of resolving this heterogeneity."
Impact of FAK Expression on the Cytotoxic Effects of CIK Therapy in Triple-Negative Breast Cancer,"[{'authorId': '6636433', 'name': 'Mei-Ren Pan'}, {'authorId': '1478829142', 'name': 'Cheng-Che Wu'}, {'authorId': '39690727', 'name': 'Jung-Yu Kan'}, {'authorId': '1453077100', 'name': 'Qiao-Lin Li'}, {'authorId': '3549076', 'name': 'Shu-Jyuan Chang'}, {'authorId': '2163633654', 'name': 'Chun Wu'}, {'authorId': '6558671', 'name': 'Chung-Liang Li'}, {'authorId': '39875026', 'name': 'O. Fu'}, {'authorId': '48432389', 'name': 'M. Hou'}, {'authorId': '50086842', 'name': 'H. Yip'}, {'authorId': '2240285', 'name': 'C. Luo'}]",20,2019,57f5866ac01cc35158a93e08ebf16429e67e1416,"Triple-negative breast cancer (TNBC) is a special subtype of breast cancer in which several common diagnostic biomarkers are lost. Due to the loss of expression of receptors, treatment options for TNBC are limited. Therefore, finding safe and effective treatments for patients with TNBC is a major objective for clinicians. Previous studies suggested that cytokine-induced killer (CIK) cells may be beneficial for patients with a variety of tumor types. However, CIK therapy is not effective for all patients. In this study, we found that focal adhesion kinase (FAK), a non-receptor protein tyrosine kinase that regulates several cellular functions in different cells, has the potential to regulate tumor cells sensitized to CIK cells. Knockdown of FAK expression in TNBC cells or the treatment of TNBC cells with a FAK inhibitor followed by coculture with CIK cells increases death of TNBC cells, suggesting that FAK plays important roles in sensitizing tumor cells to CIK cells. This phenomenon could be regulated by a FAK-programmed death-ligand 1 (PD-L1)-related mechanism. Overall, our findings provide new insights into the cytotoxic effect of CIK cell therapy in TNBC treatment, and show that CIK cell therapy combined with FAK inhibitors may be a novel therapeutic strategy for patients with TNBC."
High prevalence of retinoblastoma protein loss in triple-negative breast cancers and its association with a good prognosis in patients treated with adjuvant chemotherapy.,"[{'authorId': '4500316', 'name': 'D. Treré'}, {'authorId': '49203737', 'name': 'Elisa Brighenti'}, {'authorId': '48948264', 'name': 'G. Donati'}, {'authorId': '2247058275', 'name': 'Claudio Ceccarelli'}, {'authorId': '2241709414', 'name': 'D. Santini'}, {'authorId': '5849743', 'name': 'M. Taffurelli'}, {'authorId': '3851724', 'name': 'L. Montanaro'}, {'authorId': '2247060687', 'name': 'Massimo Derenzini'}]",82,2009,1df441b3c52e14bbe9b6e757addf89e85751420d,"BACKGROUND
Triple-negative breast cancer (TNBC) is an aggressive disease, nevertheless exhibiting a high response rate to chemotherapy. Since the retinoblastoma protein (pRb) loss confers a high sensitivity to chemotherapy regimens, we evaluated the prevalence of pRb loss in TNBCs and its relevance on the clinical outcome of patients treated with adjuvant chemotherapy.


PATIENTS AND METHODS
pRb status was prospectively evaluated by immunocytochemistry in 518 consecutive patients with complete receptor information. The predictive value of pRb status in TNBCs was determined according to the adjuvant therapeutic treatments.


RESULTS
Fifty-three tumors were identified as TNBCs. The prevalence of pRb loss was significantly higher in TNBCs than in the other cancer subtypes. All patients with TNBCs lacking pRb and treated with systemic chemotherapy (cyclophosphamide, methotrexate and 5-fluorouracil) were disease free at a medium follow-up time of 109 months, whereas the clinical outcome of those expressing pRb was significantly poorer (P = 0.008). Analysis of disease-free survival including the established anatomo-clinical prognostic parameters indicated pRb loss as the only significant predictive factor.


CONCLUSIONS
pRb loss is much more frequent in TNBCs than in the other breast cancer subtypes. Patients with TNBCs lacking pRb had a very favorable clinical outcome if treated with conventional adjuvant chemotherapy."
Whole Blueberry Powder Inhibits Metastasis of Triple Negative Breast Cancer in a Xenograft Mouse Model Through Modulation of Inflammatory Cytokines,"[{'authorId': '6182662', 'name': 'N. Kanaya'}, {'authorId': '2060428310', 'name': 'Lynn S. Adams'}, {'authorId': '15089728', 'name': 'Ayano Takasaki'}, {'authorId': '122665624', 'name': 'Shiuan Chen'}]",44,2014,942efc9e073d28d63a7c5656978546097d89591d,"Triple negative breast cancer (TNBC) comprises approximately 15% of breast cancers and is associated with a poor prognosis. Many patients with TNBC relapse quickly and commonly develop metastases. There are no individualized targeted adjuvant or induction treatments for TNBC, and the current treatments are highly toxic. Development of chemoprevention methods using natural products would be beneficial to patients at risk of TNBC. To investigate the inhibitory effect of blueberries on inflammation-induced TNBC and identify the mechanism underlying modulation of inflammatory proteins by blueberries, we induced a proinflammatory microenvironment by feeding female MDA-MB-231 tumor-bearing mice a high fat western diet (W) with 5% whole blueberry powder (BB) and studied the effect on tumor formation and metastasis. We showed that mice fed a BB diet had significantly smaller tumors, less ulceration, and significantly less metastasis to the inguinal lymph nodes than mice fed a W diet. In BB-fed mice, serum levels of specific antiinflammatory cytokines were increased and specific cytokine expression was also altered. Together, these results suggest that blueberries may inhibit TNBC and TNBC-related metastasis by reducing inflammation via specific cytokine-driven pathways and thus reduce tumor growth and metastasis."
Toxicity and efficacy evaluation of multiple targeted polymalic acid conjugates for triple-negative breast cancer treatment,"[{'authorId': '4200320', 'name': 'J. Ljubimova'}, {'authorId': '1401083923', 'name': 'J. Portilla-Arias'}, {'authorId': '36008016', 'name': 'R. Patil'}, {'authorId': '145271601', 'name': 'Hui Ding'}, {'authorId': '145639554', 'name': 'S. Inoue'}, {'authorId': '4576048', 'name': 'J. Markman'}, {'authorId': '6705426', 'name': 'A. Rekechenetskiy'}, {'authorId': '4436953', 'name': 'B. Konda'}, {'authorId': '4215613', 'name': 'P. Gangalum'}, {'authorId': '37951399', 'name': 'A. Chesnokova'}, {'authorId': '5708055', 'name': 'A. Ljubimov'}, {'authorId': '3169811', 'name': 'K. Black'}, {'authorId': '143782797', 'name': 'E. Holler'}]",46,2013,9349da44f3b31464842f37517718aa06846283c7,"Abstract Engineered nanoparticles are widely used for delivery of drugs but frequently lack proof of safety for cancer patient’s treatment. All-in-one covalent nanodrugs of the third generation have been synthesized based on a poly(β-l-malic acid) (PMLA) platform, targeting human triple-negative breast cancer (TNBC). They significantly inhibited tumor growth in nude mice by blocking synthesis of epidermal growth factor receptor, and α4 and β1 chains of laminin-411, the tumor vascular wall protein and angiogenesis marker. PMLA and nanodrug biocompatibility and toxicity at low and high dosages were evaluated in vitro and in vivo. The dual-action nanodrug and single-action precursor nanoconjugates were assessed under in vitro conditions and in vivo with multiple treatment regimens (6 and 12 treatments). The monitoring of TNBC treatment in vivo with different drugs included blood hematologic and immunologic analysis after multiple intravenous administrations. The present study demonstrates that the dual-action nanoconjugate is highly effective in preclinical TNBC treatment without side effects, supported by hematologic and immunologic assays data. PMLA-based nanodrugs of the Polycefin™ family passed multiple toxicity and efficacy tests in vitro and in vivo on preclinical level and may prove to be optimized and efficacious for the treatment of cancer patients in the future."
Opioid growth factor – opioid growth factor receptor axis inhibits proliferation of triple negative breast cancer,"[{'authorId': '5745503', 'name': 'I. Zagon'}, {'authorId': '48035340', 'name': 'N. Porterfield'}, {'authorId': '1816998', 'name': 'P. McLaughlin'}]",36,2013,6361d16fd3b39b38e894b28151a7ea92f0ad0124,"Triple negative breast cancer (TNBC) represents approximately 15% of the newly diagnosed cancers worldwide and is characterized by tissue lacking in estrogen, progesterone and human epidermal growth factor receptors. TNBC disproportionately affects younger women and women of colour, and new treatments are needed. The opioid growth factor (OGF) – opioid growth factor receptor (OGFr) axis is a determinant of cell proliferation in neoplasia, and OGF is an endogenously produced pentapeptide that inhibits cell replication by interacting with OGFr and upregulating cyclin-dependent inhibitory kinase pathways thus reducing DNA synthesis. In these studies we investigated the presence and function of the OGF-OGFr axis in two human TNBC cell lines, as well as in breast cancer cell lines containing hormonal receptors. TNBC cell lines MDA-MD-231 and BT-20, as well as human breast cancer cells SK-BR-3 and MCF-7, were examined for the presence of pentapeptide and receptors, as well as their response to OGF. Specificity of peptide and receptor was confirmed by antibody neutralization and molecular studies to knockdown classical receptor protein. The requirement for protein transcription and translation and RNA transcription were investigated. Growth of TNBC cells in the presence of OGF and standard of care chemotherapeutic agent paclitaxel was evaluated to determine both efficacy and protective effects against toxicity. OGF treatment inhibited TNBC cells in a dosage related, receptor mediated, and reversible manner. OGF was the specific endogenous opioid to inhibit cell proliferation, and this was mediated by p21 cyclin dependent inhibitory kinase pathways, and required protein and RNA synthesis. OGFr was the specific receptor involved; both peptide and receptor were detected in all four cell lines. OGF treatment inhibited growth of all cancer cell lines evaluated, and reduced cell death in cultures exposed to paclitaxel. The OGF-OGFr axis is present and functioning in TNBC cell lines, and provides a novel biological pathway as potential therapy."
The Potential Role of Nanotechnology in Therapeutic Approaches for Triple Negative Breast Cancer,"[{'authorId': '2219699494', 'name': 'Rebecca Johnson'}, {'authorId': '4559830', 'name': 'N. Sabnis'}, {'authorId': '4818569', 'name': 'W. Mcconathy'}, {'authorId': '6913398', 'name': 'A. Lacko'}]",32,2013,19af25e45ad8a93ecc492e37007ae6c653dc2794,"Triple Negative Breast Cancer, TNBC, a highly aggressive and metastatic type of breast cancer, is characterized by loss of expression of the estrogen receptor (ER), progesterone receptor (PR), and a lack of overexpression of the human epidermal growth factor receptor 2 (HER2). It is a heterogeneous group of tumors with diverse histology, molecular uniqueness and response to treatment. Unfortunately, TNBC patients do not benefit from current anti-HER2 or hormone positive targeted breast cancer treatments; consequently, these patients rely primarily on chemotherapy. However, the 5-year survival rate for woman with metastatic TNBC is less than 30%. As a result of ineffective treatments, TNBC tumors often progress to metastatic lesions in the brain and lung. Brain metastases of invasive breast cancer are associated with 1 and 2 year survival rate of 20% and <2% respectively. Because the only current systemic treatment for TNBC is chemotherapy, alternative targeted therapies are urgently needed to improve the prognosis for TNBC patients. This review is focused on opportunities for developing new approaches for filling the current void in an effective treatment for TNBC patients."
Increased gene copy number of KIT and VEGFR2 at 4q12 in primary breast cancer is related to an aggressive phenotype and impaired prognosis,"[{'authorId': '2410183', 'name': 'Ida Johansson'}, {'authorId': '2433377', 'name': 'Kristina Aaltonen'}, {'authorId': '7187278', 'name': 'Anna Ebbesson'}, {'authorId': '48299099', 'name': 'D. Grabau'}, {'authorId': '3702725', 'name': 'Caroline Wigerup'}, {'authorId': '4037775', 'name': 'I. Hedenfalk'}, {'authorId': '49287965', 'name': 'L. Rydén'}]",35,2012,bb902aa8e8eaeed50a2626c78605ed626a8613b7,"Triple‐negative breast cancer (TNBC) is associated with poor prognosis and no targeted treatments are available for TNBC. Drugs inhibiting tyrosine kinases, such as vascular endothelial growth factor receptor 2 (VEGFR2) and KIT, have shown some promising results for patients with TNBC. The aim of the study was to investigate whether gains and/or amplifications of VEGFR2 and KIT, located at 4q12, occur in TNBC. Fluorescence in situ hybridization (FISH) was used to quantify gene copy numbers of VEGFR2 and KIT in 83 primary human breast cancers including 31 TNBCs. Gains were defined as ≥4 gene copies in >40% of the cancer cells, whereas amplification was defined as CEP >2 in more than 10% of the cancer cells. A tumor was considered FISH positive for KIT and/or VEGFR2 if it displayed copy number gain and/or amplification. Ten (32%) of the TNBCs were VEGFR2 FISH positive and nine (29%) were KIT FISH positive, whereas non‐TNBCs were FISH positive for VEGFR2 and KIT in nine (18%) cases for both genes, but no significant difference between TNBCs and non‐TNBCs was found. FISH positivity for VEGFR2 and KIT was significantly correlated (χ2 test, P < 0.001), and significantly related to ER negativity and high Nottingham histological grade (NHG). A significantly worse 5‐year breast cancer specific survival (BCSS) was seen for FISH positive cases. Increased copy number of VEGFR2 and KIT thus has the potential of functioning as a novel predictive biomarker for selected targeted therapy particularly in the difficult‐to‐treat TNBC patient category. © 2011 Wiley Periodicals, Inc."
